Date,Purchasable,Regular Price,Best Price,Unit Price,Promotions,Remarks
2020-12-27,true,35.00,28.00,28.00,"**優惠推廣 : +$30 換購指定娘方產品 / +$198 換購澳洲鮑魚(8頭)**
凡購買任何產品，即可以$30 換購指定娘方產品!以$198 換購澳洲鮑魚(8頭)!最終之專享價將顯示於結賬頁面。數量有限，售完即止。優惠期至2020年12月31日。
**換購迪士尼系列產品**
於「超級市場」買指定產品滿$400，即可換購迪士尼系列產品。每次交易最多換領1份，換完即止並以結賬頁面(購物車)顯示為準。",
2020-12-28,false,35.00,28.00,28.00,"**優惠推廣 : +$30 換購指定娘方產品 / +$198 換購澳洲鮑魚(8頭)**
凡購買任何產品，即可以$30 換購指定娘方產品!以$198 換購澳洲鮑魚(8頭)!最終之專享價將顯示於結賬頁面。數量有限，售完即止。優惠期至2020年12月31日。
**換購迪士尼系列產品**
於「超級市場」買指定產品滿$400，即可換購迪士尼系列產品。每次交易最多換領1份，換完即止並以結賬頁面(購物車)顯示為準。",
