Date,Purchasable,Regular Price,Best Price,Unit Price,Promotions,Remarks
2021-03-01,true,177.00,165.00,4.54,"**購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐**
於 Friends Store 購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐。  
每張訂單只限享用以上優惠: 1次。  
優惠期至3月31日。  
數量有限，送完即止。",
2021-03-02,false,177.00,165.00,4.54,"**購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐**
於 Friends Store 購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐。  
每張訂單只限享用以上優惠: 1次。  
優惠期至3月31日。  
數量有限，送完即止。",
2021-03-03,true,177.00,165.00,4.54,"**購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐**
於 Friends Store 購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐。  
每張訂單只限享用以上優惠: 1次。  
優惠期至3月31日。  
數量有限，送完即止。",
2021-03-04,true,177.00,165.00,4.54,"**購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐**
於 Friends Store 購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐。  
每張訂單只限享用以上優惠: 1次。  
優惠期至3月31日。  
數量有限，送完即止。",
2021-03-05,true,177.00,165.00,4.54,"**購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐**
於 Friends Store 購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐。  
每張訂單只限享用以上優惠: 1次。  
優惠期至3月31日。  
數量有限，送完即止。",
2021-03-06,true,177.00,165.00,4.54,"**購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐**
於 Friends Store 購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐。  
每張訂單只限享用以上優惠: 1次。  
優惠期至3月31日。  
數量有限，送完即止。",
2021-03-07,true,177.00,165.00,4.54,"**購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐**
於 Friends Store 購買指定可口可樂公司飲品滿$400 送可口可樂 x 6罐。  
每張訂單只限享用以上優惠: 1次。  
優惠期至3月31日。  
數量有限，送完即止。",
